2.0,0.0,0.0
-1.0,0.0,3.14
0.5,-5.0,1.57
8.5,-4.0,1.57
14.7,-6.8,0.0
19.6,-3.8,3.14
-2.6,2.3,3.14
0.0,0.0,0.0
